"reservation_id","customer_id","hotel_id","confirmed","date_checkin","date_checkout"
81,35396,157,0,"2023-10-24","2025-03-30"
82,8569,71,0,"2023-12-29","2025-06-27"
83,35358,307,0,"2023-10-11","2024-08-13"
84,17971,636,1,"2023-11-23","2025-07-01"
85,10697,879,0,"2024-04-08","2024-11-08"
86,41531,532,1,"2024-02-10","2025-05-16"
87,23042,349,1,"2023-09-03","2025-04-21"
88,9253,773,0,"2023-11-18","2024-07-08"
89,21039,817,1,"2024-05-04","2024-11-02"
90,10598,463,0,"2024-06-01","2025-01-26"
91,8946,531,0,"2024-05-06","2025-02-25"
92,33902,744,0,"2024-03-12","2025-03-16"
93,48055,702,0,"2024-01-21","2025-05-14"
94,19217,895,0,"2024-05-20","2025-03-23"
95,15727,306,0,"2024-02-01","2025-04-24"
96,7870,936,1,"2024-04-01","2024-09-11"
97,37117,738,0,"2024-02-05","2024-12-03"
98,42708,269,0,"2023-11-23","2024-08-11"
99,35958,212,1,"2024-03-27","2024-08-26"
100,2058,438,1,"2024-07-01","2025-02-12"
101,698,496,1,"2023-08-18","2024-08-13"
102,16785,532,1,"2024-04-12","2025-04-20"
103,7270,140,1,"2024-05-18","2025-05-16"
104,15168,192,0,"2023-11-26","2024-12-05"
105,43423,860,0,"2024-02-02","2024-10-12"
106,26580,166,1,"2023-08-17","2025-01-05"
107,29589,875,1,"2024-01-02","2025-02-02"
108,43147,260,1,"2024-02-11","2024-08-20"
109,5781,392,0,"2023-07-26","2024-07-19"
110,34734,199,0,"2023-08-23","2025-04-24"
111,22575,517,0,"2023-11-22","2025-04-30"
112,2187,168,1,"2023-08-30","2025-03-25"
113,42780,72,0,"2024-02-17","2025-03-09"
114,24343,577,1,"2024-07-03","2024-10-15"
115,16634,695,0,"2023-12-04","2025-03-30"
116,45935,542,0,"2024-02-01","2025-01-10"
117,10684,886,0,"2023-07-28","2024-09-23"
118,11799,18,0,"2023-07-29","2025-06-21"
119,25070,580,0,"2024-02-12","2025-04-22"
120,1365,551,0,"2023-08-06","2024-08-13"
121,19958,66,0,"2023-10-19","2025-01-26"
122,27854,845,1,"2024-01-29","2025-06-17"
123,14734,1000,0,"2024-04-27","2024-09-22"
124,30487,448,1,"2024-05-08","2025-02-10"
125,619,648,1,"2023-09-01","2025-04-06"
126,21643,732,1,"2024-05-13","2024-09-13"
127,41206,436,0,"2024-03-28","2024-11-16"
128,44576,332,1,"2023-09-24","2024-09-02"
129,19841,500,0,"2024-03-27","2024-09-12"
130,43287,147,0,"2024-01-12","2024-11-01"
131,32709,963,0,"2023-12-14","2024-07-25"
132,15078,973,1,"2024-02-09","2024-07-20"
133,46312,968,1,"2023-09-28","2025-02-14"
134,27343,269,0,"2023-12-02","2025-01-05"
135,44696,226,0,"2023-11-28","2024-07-14"
136,40959,147,0,"2023-10-31","2024-09-10"
137,44593,20,0,"2023-10-19","2025-03-03"
138,21230,795,1,"2023-09-24","2025-01-14"
139,16458,663,1,"2024-01-28","2024-07-06"
140,25394,963,0,"2023-12-22","2025-06-02"
141,9349,357,1,"2024-06-05","2024-07-13"
142,14718,663,0,"2024-01-21","2025-02-28"
143,43467,355,0,"2023-10-02","2024-08-29"
144,29470,277,1,"2024-04-03","2024-11-29"
145,36716,263,0,"2024-03-11","2025-02-02"
146,30652,729,1,"2024-03-16","2025-04-15"
147,34886,64,1,"2024-04-19","2025-06-29"
148,11752,159,1,"2023-12-10","2024-10-03"
149,49112,382,1,"2023-07-30","2025-04-14"
150,15907,878,1,"2023-09-17","2025-05-20"
151,46968,39,1,"2024-05-03","2025-01-19"
152,34436,244,1,"2024-05-10","2024-07-07"
153,44777,164,0,"2023-08-08","2024-09-21"
154,17929,144,1,"2024-03-09","2024-09-15"
155,46814,293,0,"2023-09-12","2024-10-11"
156,28102,133,1,"2024-03-20","2025-06-06"
157,19988,332,1,"2024-06-13","2025-03-04"
158,33410,595,1,"2024-01-29","2024-08-30"
159,12785,265,1,"2023-09-23","2025-04-02"
160,30860,661,0,"2023-08-07","2025-05-03"
161,17548,688,0,"2024-01-21","2025-02-07"
162,17639,840,0,"2024-01-09","2025-04-04"
163,24934,254,1,"2023-07-14","2025-02-20"
164,11628,952,1,"2024-06-13","2024-12-24"
165,27872,168,1,"2023-09-07","2024-09-07"
166,9005,448,0,"2024-01-14","2025-04-26"
167,34814,844,0,"2024-01-26","2024-11-23"
168,2299,769,1,"2023-12-26","2024-09-16"
169,45272,378,1,"2024-04-19","2024-10-20"
170,6411,570,1,"2024-03-22","2024-11-08"
171,17673,962,1,"2023-11-18","2024-10-24"
172,11438,441,1,"2023-09-20","2024-12-08"
173,260,235,0,"2023-07-11","2025-05-02"
174,11172,878,1,"2023-10-19","2024-12-13"
175,27656,236,0,"2023-11-25","2025-06-08"
176,11447,486,0,"2023-10-21","2024-08-14"
177,39640,336,1,"2023-09-21","2024-08-07"
178,45460,445,1,"2024-06-09","2024-09-09"
179,41782,536,0,"2023-10-31","2025-01-14"
180,26401,434,1,"2024-06-19","2024-11-13"
181,4683,462,1,"2024-02-29","2025-06-05"
182,18110,667,0,"2024-06-11","2024-09-13"
183,12548,287,0,"2023-09-05","2024-10-14"
184,21682,653,1,"2023-07-23","2024-10-02"
185,29762,842,1,"2023-09-21","2024-10-31"
186,6947,880,0,"2023-07-17","2025-06-26"
187,14035,643,0,"2024-01-05","2024-12-05"
188,42185,152,0,"2024-01-16","2025-06-02"
189,45166,302,0,"2023-12-07","2024-11-17"
190,1305,815,0,"2023-11-22","2025-02-01"
191,22532,161,0,"2023-10-10","2024-07-14"
192,21519,244,0,"2024-06-30","2025-04-24"
193,24425,615,1,"2023-09-17","2024-10-06"
194,4116,572,1,"2023-12-20","2024-08-10"
195,3170,100,1,"2023-10-14","2025-03-08"
196,44072,359,0,"2023-07-07","2024-08-07"
197,39246,237,0,"2023-09-13","2024-12-23"
198,47197,639,1,"2024-03-01","2025-07-02"
199,48730,170,1,"2024-04-26","2024-12-04"
200,30813,90,0,"2023-12-17","2025-03-13"
201,32924,518,0,"2024-05-07","2024-09-11"
202,43423,231,0,"2024-05-19","2025-06-15"
203,3733,397,1,"2024-06-11","2025-01-11"
204,35854,425,0,"2024-04-25","2024-12-21"
205,22609,903,1,"2024-02-26","2024-07-08"
206,35888,542,0,"2023-07-12","2025-02-04"
207,47064,917,1,"2024-06-23","2025-03-15"
208,10840,870,0,"2024-02-15","2025-04-26"
209,35699,678,1,"2024-06-03","2025-05-16"
210,9842,447,0,"2024-03-03","2025-03-01"
211,39527,111,0,"2024-01-08","2024-11-16"
212,39698,37,0,"2024-02-08","2025-05-05"
213,17425,712,0,"2023-10-28","2025-06-07"
214,33962,679,1,"2024-05-10","2024-10-18"
215,19937,695,1,"2023-08-24","2025-04-20"
216,37288,232,0,"2023-09-06","2025-04-30"
217,21746,188,1,"2024-06-15","2024-07-09"
218,19087,865,0,"2024-06-19","2024-08-29"
219,40176,590,1,"2024-05-10","2024-08-03"
220,49563,800,1,"2023-10-24","2025-03-18"
221,12971,598,1,"2023-10-24","2024-08-08"
222,13855,301,1,"2023-10-15","2024-09-05"
223,1090,766,1,"2023-12-25","2024-09-24"
224,26081,58,0,"2024-04-23","2024-12-12"
225,36776,81,1,"2024-03-02","2024-12-21"
226,22132,769,0,"2024-05-28","2024-11-21"
227,30217,289,0,"2023-08-12","2024-11-18"
228,47528,876,0,"2024-03-17","2025-02-11"
229,16390,437,0,"2023-12-30","2025-01-26"
230,6513,4,1,"2023-11-11","2025-05-18"
231,3290,642,1,"2024-01-11","2025-05-20"
232,37406,634,0,"2023-12-15","2024-07-17"
233,20986,334,0,"2023-09-23","2024-08-27"
234,12936,137,1,"2024-01-12","2025-02-26"
235,26839,678,0,"2023-11-04","2024-07-16"
236,13886,129,0,"2024-01-02","2024-12-24"
237,14450,684,0,"2023-08-18","2025-04-24"
238,17187,422,0,"2024-01-27","2024-09-27"
239,23146,280,0,"2023-10-11","2024-07-25"
240,6774,262,1,"2023-11-23","2024-08-06"
241,36958,612,1,"2024-05-18","2025-06-25"
242,37580,103,0,"2024-02-13","2024-08-17"
243,25647,629,1,"2024-05-31","2025-03-28"
244,20949,616,0,"2023-09-06","2025-03-28"
245,49600,85,1,"2023-07-15","2024-11-27"
246,25354,929,1,"2023-10-23","2024-10-10"
247,36264,563,0,"2023-09-22","2025-07-02"
248,22224,443,0,"2024-05-19","2025-01-16"
249,30695,880,0,"2023-11-17","2025-02-27"
250,35513,876,1,"2024-01-19","2025-04-26"
251,15126,459,0,"2023-09-15","2024-10-27"
252,26088,611,1,"2024-01-31","2024-11-20"
253,21682,442,1,"2023-11-22","2025-03-14"
254,41234,109,1,"2024-03-23","2025-06-30"
255,48689,322,1,"2023-11-20","2024-12-22"
256,34438,119,0,"2023-08-20","2025-06-24"
257,42844,778,1,"2024-03-25","2024-09-19"
258,790,852,1,"2024-03-14","2025-01-14"
259,14506,98,0,"2024-05-28","2024-09-23"
260,42798,558,0,"2024-03-21","2025-05-29"
261,21845,981,0,"2023-09-17","2025-04-11"
262,26440,651,1,"2024-03-10","2024-08-04"
263,24903,83,0,"2023-12-02","2025-04-09"
264,16240,258,1,"2024-04-18","2024-07-27"
265,8123,982,1,"2023-11-13","2025-06-23"
266,43673,157,1,"2024-04-03","2025-06-21"
267,34090,225,1,"2023-07-13","2025-05-24"
268,39711,2,0,"2024-01-17","2025-01-25"
269,29978,511,1,"2024-05-25","2024-12-05"
270,34539,146,0,"2023-07-13","2025-05-24"
271,14019,115,0,"2024-04-24","2025-06-30"
272,1078,568,0,"2023-11-21","2025-01-10"
273,15723,863,1,"2023-12-15","2025-01-30"
274,18961,394,1,"2024-05-04","2025-05-05"
275,30157,440,1,"2024-01-06","2025-04-22"
276,6670,3,0,"2024-01-01","2025-06-14"
277,25823,137,0,"2024-05-04","2025-05-17"
278,17726,334,1,"2023-11-04","2025-02-06"
279,29030,408,0,"2024-01-27","2025-02-26"
280,10744,276,0,"2024-03-06","2025-05-18"
281,49500,248,0,"2023-08-15","2025-01-04"
282,45065,880,0,"2023-10-30","2024-12-06"
283,45322,331,0,"2024-02-07","2025-03-18"
284,44502,518,0,"2023-08-31","2025-05-14"
285,7611,313,0,"2024-04-14","2024-07-31"
286,6824,878,0,"2024-01-30","2024-12-06"
287,11432,558,0,"2023-07-11","2025-04-02"
288,30485,587,0,"2023-10-24","2025-03-06"
289,1113,4,0,"2023-11-18","2024-09-27"
290,28054,728,1,"2024-01-22","2024-07-25"
291,38624,248,1,"2023-12-06","2025-06-18"
292,11543,18,0,"2024-01-21","2024-11-29"
293,7733,697,1,"2023-09-21","2024-12-08"
294,19089,174,1,"2023-08-13","2024-10-25"
295,21872,641,0,"2024-01-31","2024-07-17"
296,40244,70,0,"2023-12-14","2024-09-13"
297,35132,499,0,"2023-11-30","2024-11-20"
298,36475,119,0,"2024-02-29","2024-12-20"
299,2275,634,1,"2023-12-14","2024-10-12"
300,39296,139,1,"2023-10-22","2025-04-15"
301,4709,508,1,"2024-06-01","2024-07-29"
302,3473,552,1,"2023-10-07","2024-07-06"
303,48796,80,0,"2024-03-15","2025-03-31"
304,35616,838,1,"2024-02-10","2024-08-28"
305,20659,751,0,"2023-09-15","2025-06-15"
306,42557,787,0,"2023-10-02","2024-10-27"
307,6054,409,1,"2024-01-11","2025-07-03"
308,28480,463,1,"2023-12-16","2025-02-21"
309,26179,994,0,"2024-01-15","2024-08-03"
310,46101,898,0,"2023-09-10","2025-02-03"
311,19544,563,1,"2024-06-25","2025-01-05"
312,27174,914,1,"2024-06-08","2025-05-13"
313,11374,268,0,"2024-06-22","2025-06-15"
314,49472,330,1,"2024-06-12","2025-06-13"
315,47192,927,0,"2024-03-21","2024-07-10"
316,45056,97,0,"2024-06-27","2025-02-15"
317,26602,847,1,"2023-11-18","2025-04-28"
318,40237,819,1,"2024-02-08","2024-10-16"
319,45541,967,0,"2024-01-23","2025-05-16"
320,35632,633,1,"2024-01-04","2024-10-17"
321,20402,349,0,"2023-12-25","2024-10-16"
322,27418,788,0,"2024-05-23","2025-04-15"
323,23903,538,1,"2024-02-28","2024-11-24"
324,2879,321,1,"2023-08-08","2025-05-06"
325,997,633,1,"2023-08-23","2025-03-10"
326,4987,553,0,"2024-04-08","2024-09-02"
327,39320,184,0,"2023-09-07","2024-07-12"
328,9135,272,1,"2024-02-11","2025-02-26"
329,29838,109,1,"2024-05-31","2024-07-26"
330,33471,922,1,"2024-01-04","2025-05-10"
331,38929,72,1,"2024-01-16","2024-12-04"
332,32158,816,0,"2023-12-17","2024-08-21"
333,29262,473,0,"2024-02-26","2024-12-05"
334,17774,916,1,"2023-09-21","2025-03-08"
335,5241,856,0,"2023-09-25","2025-01-01"
336,23869,502,1,"2023-10-24","2024-12-23"
337,44035,289,1,"2024-06-29","2024-11-08"
338,49014,504,1,"2023-10-21","2024-12-25"
339,23213,89,0,"2024-06-08","2025-04-29"
340,47503,124,0,"2024-05-20","2024-07-18"
341,38855,801,0,"2024-06-25","2024-09-27"
342,7952,822,0,"2024-03-07","2024-12-05"
343,12241,964,1,"2024-05-25","2024-08-13"
344,37662,882,0,"2024-01-31","2024-10-09"
345,23981,938,1,"2024-04-13","2024-10-25"
346,36339,716,1,"2023-10-08","2024-09-19"
347,27183,721,1,"2023-07-29","2024-09-12"
348,2670,437,0,"2023-07-31","2024-08-15"
349,44793,147,0,"2023-11-05","2024-12-07"
350,48209,210,0,"2023-11-12","2024-08-08"
351,42934,710,0,"2024-02-10","2025-04-02"
352,37562,843,0,"2024-06-10","2024-11-21"
353,29299,963,1,"2024-03-30","2025-04-06"
354,27419,137,0,"2024-04-23","2025-01-20"
355,12587,482,0,"2024-01-13","2024-10-27"
356,7560,83,1,"2024-04-11","2025-02-27"
357,12474,841,1,"2024-07-03","2024-08-02"
358,34801,836,1,"2023-12-29","2024-08-08"
359,47708,556,1,"2023-07-18","2025-05-16"
360,26148,672,1,"2023-11-20","2024-12-08"
361,32370,33,0,"2023-09-30","2025-03-21"
362,41380,275,1,"2024-03-12","2024-11-11"
363,10765,23,0,"2023-07-09","2025-04-04"
364,18042,880,0,"2023-09-20","2025-03-31"
365,35808,553,0,"2023-11-03","2025-06-25"
366,44463,602,0,"2023-10-06","2024-08-06"
367,17003,413,1,"2023-10-01","2024-10-03"
368,9505,584,0,"2023-11-21","2024-10-18"
369,47314,576,0,"2023-07-08","2025-04-20"
370,31389,396,1,"2024-06-02","2024-12-27"
371,39288,683,0,"2024-02-28","2025-02-08"
372,38920,848,0,"2024-02-29","2024-10-05"
373,9377,446,1,"2024-03-29","2025-03-12"
374,11915,986,0,"2023-09-26","2024-11-18"
375,7954,248,0,"2024-02-05","2025-02-27"
376,18233,263,0,"2024-01-13","2025-01-25"
377,29298,559,0,"2024-06-25","2025-06-12"
378,8828,39,0,"2023-12-01","2024-09-30"
379,2750,558,0,"2024-01-25","2025-02-26"
380,46916,321,1,"2023-09-05","2025-04-03"
381,38147,693,0,"2024-02-08","2025-03-10"
382,24383,413,0,"2024-05-28","2025-05-08"
383,1583,366,1,"2024-07-01","2024-12-03"
384,35645,823,1,"2023-11-11","2025-04-05"
385,2892,114,1,"2024-03-05","2024-07-10"
386,33915,59,0,"2023-08-04","2025-05-13"
387,1894,867,1,"2023-07-14","2024-08-31"
388,36847,41,1,"2023-07-09","2024-12-04"
389,25311,110,0,"2024-03-18","2024-09-14"
390,31516,697,0,"2023-10-23","2024-12-04"
391,16732,414,0,"2024-03-27","2025-05-16"
392,22789,35,0,"2024-06-23","2025-04-03"
393,35208,982,1,"2023-07-06","2024-07-06"
394,37399,788,0,"2023-11-26","2025-04-03"
395,8752,804,1,"2023-12-23","2025-02-13"
396,46825,151,0,"2023-07-10","2025-06-29"
397,49180,59,1,"2024-04-10","2024-10-07"
398,8887,828,1,"2023-12-23","2025-01-29"
399,32032,143,1,"2023-12-19","2025-02-07"
400,1694,770,0,"2023-12-20","2024-09-23"
401,5291,192,1,"2024-06-15","2025-04-09"
402,1201,503,1,"2024-02-25","2025-04-19"
403,22170,491,1,"2023-07-13","2024-11-04"
404,20756,118,0,"2024-05-18","2024-12-08"
405,30827,560,1,"2024-03-12","2025-06-17"
406,36087,48,0,"2024-04-30","2025-03-24"
407,20072,751,1,"2023-08-30","2024-11-19"
408,24045,482,1,"2023-11-10","2025-04-21"
409,48326,657,0,"2023-08-19","2025-02-23"
410,18150,865,0,"2024-04-09","2025-04-01"
411,27831,998,1,"2023-09-21","2024-09-02"
412,29148,80,0,"2023-08-24","2024-08-05"
413,36343,67,1,"2024-05-07","2024-07-28"
414,26191,262,0,"2023-12-02","2024-10-07"
415,14593,460,0,"2023-11-20","2025-05-02"
416,46567,353,0,"2023-11-27","2025-01-14"
417,11266,375,0,"2024-06-23","2025-03-25"
418,4380,754,0,"2024-05-15","2025-03-07"
419,38965,480,0,"2024-03-18","2024-09-17"
420,19668,46,1,"2023-09-10","2025-02-15"
421,4220,318,0,"2023-10-19","2025-06-27"
422,16656,700,0,"2024-04-26","2025-04-10"
423,30261,304,1,"2024-01-05","2024-08-30"
424,33993,684,1,"2023-07-27","2024-07-24"
425,4380,288,1,"2024-05-13","2025-01-28"
426,44003,952,0,"2024-06-22","2024-10-04"
427,13544,953,0,"2023-10-25","2025-04-30"
428,30791,326,0,"2023-11-01","2025-05-10"
429,4964,223,1,"2023-08-01","2025-05-22"
430,46263,682,1,"2024-06-15","2024-09-24"
431,34235,80,0,"2024-05-18","2024-09-09"
432,17569,92,0,"2023-09-26","2024-11-25"
433,16701,337,0,"2024-06-24","2024-08-06"
434,16206,456,1,"2023-07-14","2024-10-05"
435,17210,571,0,"2024-05-14","2025-04-19"
436,3001,936,0,"2023-07-16","2024-08-12"
437,866,639,1,"2023-09-11","2024-12-05"
438,17312,927,0,"2024-02-11","2025-03-31"
439,10372,405,0,"2023-10-03","2024-09-20"
440,9725,732,1,"2024-03-19","2024-11-10"
441,6125,507,0,"2024-01-30","2024-10-21"
442,40822,957,1,"2024-06-28","2025-05-17"
443,46295,539,1,"2024-02-20","2025-05-15"
444,46659,528,1,"2024-01-03","2024-09-01"
445,35485,655,0,"2023-07-24","2025-01-09"
446,46083,221,0,"2023-12-27","2024-11-17"
447,32771,681,1,"2024-04-28","2025-01-23"
448,26387,954,1,"2024-02-25","2025-03-22"
449,3420,819,1,"2024-06-01","2024-09-07"
450,30494,122,1,"2024-01-29","2025-05-13"
451,48108,846,1,"2024-06-20","2024-09-11"
452,9755,250,1,"2024-04-09","2025-05-23"
453,13208,779,0,"2024-05-29","2025-02-19"
454,45634,311,1,"2023-08-16","2025-06-27"
455,18115,447,0,"2024-03-11","2024-08-10"
456,6826,764,1,"2023-07-21","2024-07-09"
457,10716,315,1,"2023-11-26","2025-01-08"
458,12466,387,1,"2024-02-17","2024-09-22"
459,41762,3,0,"2023-12-19","2024-10-11"
460,37592,495,1,"2023-12-12","2025-06-15"
461,6,15,0,"2024-02-13","2025-01-18"
462,43688,582,1,"2024-01-17","2025-05-12"
463,12311,256,0,"2024-01-01","2025-05-11"
464,11592,540,1,"2024-03-29","2024-10-04"
465,2240,191,0,"2024-03-29","2025-06-01"
466,33944,374,0,"2024-05-30","2024-11-08"
467,26164,496,1,"2023-10-14","2024-11-01"
468,33872,455,0,"2023-12-29","2024-10-25"
469,33965,27,0,"2023-08-25","2025-01-18"
470,17053,580,0,"2023-09-28","2025-03-07"
471,1484,771,1,"2023-10-04","2024-07-26"
472,11712,343,1,"2024-06-09","2025-04-29"
473,10075,606,0,"2023-10-01","2024-11-14"
474,20367,866,0,"2024-04-22","2024-08-14"
475,19965,346,0,"2024-02-11","2024-12-12"
476,1712,940,1,"2024-02-12","2025-06-25"
477,18180,435,0,"2023-10-28","2025-05-07"
478,45823,93,0,"2024-04-13","2024-12-05"
479,22357,231,1,"2024-05-19","2024-07-12"
480,15816,662,1,"2024-03-07","2024-10-26"
481,24759,256,0,"2023-12-15","2025-05-17"
482,47005,771,0,"2023-12-12","2025-03-23"
483,44383,318,0,"2024-01-15","2025-01-11"
484,44444,153,0,"2023-07-24","2024-07-21"
485,18482,196,0,"2024-06-30","2025-02-14"
486,27346,551,1,"2023-11-15","2025-01-19"
487,2902,999,1,"2023-11-14","2024-09-25"
488,10145,164,1,"2023-11-04","2025-06-22"
489,26109,414,0,"2024-04-29","2024-11-13"
490,37103,133,1,"2023-08-12","2025-03-26"
491,43176,36,0,"2023-09-17","2025-04-07"
492,1839,3,0,"2024-01-15","2024-11-30"
493,4285,512,0,"2024-03-11","2025-02-15"
494,2843,894,0,"2024-02-04","2025-05-28"
495,30897,786,1,"2023-08-07","2024-08-18"
496,35571,309,1,"2023-10-08","2025-03-12"
497,28593,957,1,"2023-11-21","2025-05-24"
498,7374,714,0,"2023-07-15","2025-03-03"
499,37855,108,1,"2024-02-13","2024-10-10"
500,36175,479,0,"2024-04-24","2025-01-04"
501,48236,383,1,"2024-04-01","2024-11-08"
502,10763,890,1,"2023-08-17","2024-07-27"
503,15052,565,1,"2023-11-25","2024-12-13"
504,46812,294,1,"2023-11-30","2025-06-04"
505,47337,963,1,"2023-07-24","2025-05-25"
506,27116,651,1,"2023-10-19","2024-09-13"
507,46128,275,1,"2024-03-05","2024-12-18"
508,40039,175,1,"2023-12-13","2025-06-24"
509,12066,889,0,"2023-10-17","2024-11-27"
510,13295,728,1,"2023-10-15","2024-09-14"
511,4290,578,0,"2023-10-30","2025-06-08"
512,9145,612,0,"2024-06-10","2024-09-04"
513,41855,247,1,"2023-10-22","2024-08-04"
514,31752,405,0,"2024-05-13","2024-12-24"
515,16418,742,0,"2023-07-11","2024-07-14"
516,18574,645,0,"2024-01-06","2025-01-26"
517,1481,853,1,"2023-10-17","2025-03-12"
518,671,492,0,"2023-10-13","2025-04-18"
519,14413,419,0,"2023-07-18","2025-02-27"
520,36109,442,0,"2024-03-26","2024-11-13"
521,13422,305,1,"2024-03-19","2025-06-20"
522,9028,691,1,"2024-04-23","2025-06-27"
523,42517,191,1,"2024-02-26","2024-11-25"
524,6015,122,1,"2023-07-31","2024-09-20"
525,44685,888,0,"2024-05-31","2025-05-17"
526,30598,348,0,"2024-01-18","2025-05-02"
527,31689,575,0,"2023-09-15","2025-02-05"
528,5300,198,0,"2024-02-25","2024-09-11"
529,30192,24,0,"2024-01-06","2024-07-23"
530,17820,504,0,"2024-04-22","2025-05-15"
531,36468,457,1,"2023-08-03","2024-09-09"
532,44713,219,1,"2023-09-16","2024-07-19"
533,40180,79,1,"2023-11-16","2025-06-07"
534,31713,407,1,"2023-07-20","2024-09-20"
535,895,206,0,"2023-11-10","2025-04-06"
536,18516,793,0,"2024-06-11","2025-04-17"
537,5612,231,0,"2024-01-10","2024-11-09"
538,31093,965,1,"2023-12-31","2024-11-17"
539,15820,331,0,"2023-07-07","2025-05-03"
540,13641,453,0,"2023-08-20","2025-05-09"
541,40109,953,1,"2024-05-17","2025-03-26"
542,15604,40,1,"2023-08-21","2025-01-09"
543,39753,787,0,"2023-09-08","2025-04-08"
544,36166,969,0,"2023-11-11","2024-08-23"
545,3414,538,0,"2023-09-04","2025-01-20"
546,47716,269,0,"2024-05-18","2025-01-04"
547,42290,179,1,"2024-02-18","2025-03-26"
548,43515,698,1,"2023-07-29","2024-10-22"
549,30065,778,0,"2024-03-04","2024-07-19"
550,30603,214,1,"2023-09-19","2025-06-20"
551,24839,853,1,"2023-12-14","2024-08-27"
552,12705,656,0,"2023-07-18","2024-09-24"
553,7523,201,0,"2024-01-19","2025-01-19"
554,49274,174,0,"2023-11-17","2024-11-21"
555,5852,379,1,"2023-09-08","2025-05-13"
556,44591,86,1,"2023-11-05","2025-01-19"
557,13344,643,0,"2024-03-24","2025-01-13"
