"room_id","hotel_id","class","price"
108,644,Deluxe,454.89
109,20,Presidential,223.22
110,408,Suite,202.87
111,787,Presidential,477.52
112,782,Suite,126.35
113,268,Presidential,405.08
114,549,Standard,221.37
115,518,Standard,275.86
116,533,Deluxe,294.88
117,150,Suite,58.82
118,86,Suite,124.22
119,37,Presidential,413.49
120,52,Standard,261.69
121,201,Deluxe,168.27
122,736,Deluxe,311.96
123,791,Standard,67.20
124,66,Presidential,436.83
125,416,Standard,443.85
126,273,Presidential,432.28
127,674,Presidential,272.92
128,27,Presidential,436.13
129,1,Deluxe,466.59
130,783,Deluxe,421.59
131,939,Deluxe,235.65
132,456,Deluxe,459.04
133,316,Presidential,441.28
134,442,Standard,405.89
135,823,Presidential,90.01
136,380,Deluxe,194.85
137,747,Standard,383.32
138,592,Presidential,346.95
139,340,Deluxe,130.20
140,469,Suite,434.35
141,580,Suite,294.41
142,501,Deluxe,292.68
143,548,Standard,111.08
144,560,Deluxe,196.77
145,245,Presidential,93.80
146,323,Presidential,285.76
147,787,Suite,182.49
148,362,Deluxe,353.54
149,469,Deluxe,424.66
150,513,Suite,343.41
151,854,Standard,299.01
152,200,Deluxe,72.46
153,285,Presidential,195.53
154,288,Standard,194.11
155,187,Standard,356.36
156,55,Standard,103.43
157,859,Deluxe,215.92
158,753,Presidential,359.50
159,951,Suite,226.32
160,479,Suite,231.70
161,874,Standard,243.32
162,234,Standard,449.76
163,634,Deluxe,297.47
164,194,Suite,409.84
165,623,Standard,101.81
166,941,Suite,153.01
167,746,Deluxe,77.64
168,203,Deluxe,187.51
169,366,Presidential,495.95
170,103,Suite,451.37
171,741,Deluxe,414.62
172,790,Standard,357.85
173,494,Presidential,478.86
174,3,Presidential,480.99
175,650,Presidential,397.80
176,832,Deluxe,174.99
177,499,Deluxe,349.66
178,201,Presidential,186.08
179,28,Suite,217.60
180,997,Deluxe,382.69
181,350,Standard,491.31
182,210,Presidential,217.12
183,514,Suite,237.11
184,373,Presidential,377.84
185,200,Presidential,245.41
186,934,Presidential,359.22
187,250,Presidential,131.65
188,816,Deluxe,442.12
189,933,Standard,411.77
190,903,Suite,112.04
191,694,Standard,463.87
192,815,Deluxe,76.87
193,416,Suite,313.32
194,63,Presidential,169.91
195,388,Standard,168.15
196,551,Suite,478.75
197,298,Suite,157.68
198,325,Standard,398.77
199,904,Deluxe,451.76
200,851,Deluxe,189.19
201,336,Standard,492.18
202,639,Presidential,146.46
203,127,Presidential,378.90
204,83,Standard,229.85
205,830,Suite,259.64
206,399,Deluxe,334.10
207,267,Deluxe,70.88
208,32,Presidential,119.54
209,450,Standard,155.92
210,232,Deluxe,57.84
211,19,Deluxe,330.16
212,942,Presidential,319.45
213,52,Standard,491.61
214,559,Standard,352.03
215,277,Presidential,203.87
216,439,Standard,436.78
217,757,Presidential,191.39
218,508,Standard,130.68
219,790,Deluxe,141.63
220,948,Suite,408.32
221,171,Standard,472.74
222,248,Standard,78.34
223,418,Presidential,58.51
224,804,Standard,397.69
225,656,Deluxe,243.75
226,938,Deluxe,386.32
227,314,Standard,196.24
228,737,Deluxe,446.25
229,492,Suite,356.14
230,146,Presidential,348.05
231,320,Deluxe,183.46
232,676,Presidential,94.05
233,387,Standard,73.55
234,172,Presidential,332.53
235,323,Suite,82.36
236,549,Presidential,397.40
237,899,Suite,98.67
238,155,Presidential,96.20
239,549,Suite,296.32
240,640,Standard,164.56
241,564,Deluxe,280.03
242,636,Deluxe,125.25
243,657,Deluxe,442.70
244,419,Deluxe,224.24
245,497,Suite,332.04
246,79,Presidential,241.72
247,300,Presidential,477.01
248,441,Presidential,400.50
249,935,Deluxe,79.53
250,847,Standard,242.91
251,931,Standard,421.18
252,475,Standard,178.00
253,190,Presidential,429.92
254,422,Standard,67.01
255,736,Suite,84.71
256,491,Deluxe,257.02
257,764,Standard,234.37
258,211,Deluxe,134.07
259,352,Standard,227.47
260,910,Deluxe,395.71
261,224,Deluxe,245.10
262,566,Presidential,377.02
263,884,Deluxe,309.85
264,868,Suite,82.83
265,253,Deluxe,402.28
266,664,Presidential,321.36
267,408,Deluxe,393.33
268,870,Deluxe,205.70
269,357,Standard,489.53
270,367,Deluxe,123.50
271,184,Deluxe,133.58
272,513,Suite,375.42
273,363,Deluxe,211.54
274,571,Presidential,492.27
275,296,Standard,156.72
276,796,Deluxe,145.46
277,958,Suite,85.36
278,575,Presidential,418.25
279,19,Deluxe,458.96
280,10,Suite,313.09
281,989,Presidential,167.60
282,585,Presidential,415.24
283,406,Presidential,196.26
284,292,Presidential,387.22
285,421,Deluxe,363.88
286,260,Suite,216.04
287,155,Deluxe,106.06
288,704,Suite,202.07
289,950,Presidential,374.93
290,10,Suite,137.91
291,163,Presidential,388.71
292,134,Standard,450.00
293,114,Deluxe,285.06
294,668,Standard,56.14
295,284,Suite,379.93
296,92,Suite,261.45
297,846,Standard,381.65
298,876,Deluxe,97.69
299,640,Presidential,318.22
300,307,Deluxe,384.35
301,722,Presidential,438.91
302,595,Deluxe,497.23
303,745,Suite,431.86
304,681,Presidential,342.32
305,268,Deluxe,396.04
306,444,Deluxe,461.30
307,240,Presidential,414.96
308,85,Standard,197.10
309,781,Deluxe,452.34
310,199,Deluxe,397.74
311,568,Standard,455.92
312,415,Standard,146.95
313,384,Presidential,270.52
314,580,Presidential,290.77
315,132,Presidential,113.90
316,276,Standard,449.71
317,951,Standard,74.66
318,945,Presidential,111.35
319,77,Presidential,482.99
320,216,Standard,86.39
321,312,Standard,317.53
322,191,Deluxe,199.38
323,158,Standard,120.27
324,352,Suite,60.51
325,845,Deluxe,492.61
326,512,Standard,348.02
327,783,Presidential,401.69
328,630,Suite,164.32
329,119,Presidential,357.29
330,515,Standard,479.86
331,198,Presidential,63.98
332,737,Suite,415.95
333,198,Suite,141.19
334,370,Suite,161.57
335,654,Standard,83.72
336,14,Presidential,246.07
337,598,Deluxe,274.65
338,501,Standard,196.83
339,325,Suite,118.50
340,352,Deluxe,94.13
341,626,Suite,213.61
342,141,Deluxe,269.17
343,680,Suite,199.50
344,693,Deluxe,222.35
345,527,Presidential,217.53
346,133,Suite,290.74
347,886,Deluxe,163.35
348,317,Suite,359.70
349,414,Standard,498.97
350,34,Deluxe,476.84
351,964,Deluxe,341.24
352,404,Deluxe,327.55
353,627,Standard,257.12
354,289,Standard,406.98
355,477,Presidential,86.44
356,187,Presidential,144.51
357,431,Suite,487.40
358,586,Standard,203.35
359,667,Standard,185.53
360,875,Deluxe,416.54
361,191,Standard,109.63
362,6,Standard,271.16
363,329,Standard,144.17
364,901,Suite,111.91
365,428,Standard,407.68
366,28,Deluxe,126.01
367,163,Deluxe,449.93
368,700,Deluxe,214.80
369,311,Suite,416.59
370,520,Presidential,331.41
371,29,Standard,474.50
372,384,Presidential,304.83
373,566,Suite,342.27
374,975,Deluxe,131.67
375,85,Suite,223.32
376,286,Deluxe,150.99
377,337,Standard,490.01
378,233,Standard,169.48
379,867,Suite,330.41
380,726,Standard,192.34
381,790,Suite,328.43
382,100,Presidential,198.89
383,80,Suite,400.31
384,935,Presidential,189.70
385,948,Suite,342.39
386,323,Presidential,206.20
387,765,Suite,330.77
388,628,Standard,460.60
389,523,Deluxe,469.03
390,696,Standard,158.83
391,621,Deluxe,165.39
392,366,Standard,259.42
393,72,Deluxe,69.64
394,948,Presidential,187.18
395,970,Presidential,106.08
396,278,Standard,179.13
397,515,Deluxe,122.11
398,549,Suite,321.99
399,125,Suite,425.02
400,770,Suite,462.17
401,549,Presidential,315.09
402,399,Standard,67.90
403,839,Suite,267.88
404,419,Deluxe,461.41
405,272,Standard,369.24
406,601,Suite,468.41
407,492,Standard,201.59
408,500,Presidential,248.10
409,950,Suite,408.13
410,197,Standard,200.56
411,894,Standard,367.08
412,414,Deluxe,491.23
413,547,Standard,142.43
414,657,Suite,441.77
415,930,Suite,254.66
416,294,Suite,363.22
417,516,Suite,327.65
418,963,Standard,202.70
419,303,Standard,279.80
420,110,Standard,64.37
421,820,Standard,434.46
422,776,Suite,336.99
423,498,Deluxe,236.34
424,711,Deluxe,156.61
425,155,Standard,76.39
426,666,Presidential,377.46
427,859,Standard,141.74
428,534,Deluxe,276.46
429,452,Suite,289.32
430,869,Suite,94.30
431,398,Deluxe,380.20
432,855,Suite,67.94
433,155,Standard,227.93
434,694,Standard,338.50
435,49,Presidential,72.86
436,190,Standard,295.07
437,361,Deluxe,50.54
438,200,Deluxe,252.38
439,225,Suite,350.73
440,606,Standard,416.10
441,989,Standard,429.04
442,870,Deluxe,473.76
443,90,Suite,174.00
444,319,Standard,214.70
445,838,Presidential,150.28
446,48,Standard,214.14
447,922,Standard,241.27
448,826,Suite,138.10
449,511,Deluxe,266.01
450,322,Deluxe,196.24
451,577,Suite,199.61
452,301,Suite,201.95
453,444,Presidential,315.25
454,273,Deluxe,154.59
455,556,Presidential,384.97
456,48,Suite,413.02
457,2,Deluxe,87.21
458,900,Standard,135.27
459,950,Presidential,128.63
460,26,Presidential,58.45
461,557,Deluxe,324.67
462,97,Presidential,482.76
463,117,Deluxe,488.17
464,197,Deluxe,69.89
465,283,Standard,319.55
466,556,Suite,104.86
467,604,Suite,421.31
468,381,Standard,63.52
469,695,Standard,481.55
470,120,Deluxe,271.56
471,46,Presidential,213.27
472,404,Standard,153.77
473,77,Standard,268.76
474,88,Presidential,89.46
475,42,Standard,86.99
476,636,Deluxe,303.05
477,38,Standard,448.76
478,326,Suite,84.09
479,659,Standard,177.03
480,730,Suite,195.48
481,616,Presidential,234.87
482,411,Suite,450.71
483,222,Suite,271.32
484,883,Standard,428.78
485,895,Presidential,85.25
486,931,Presidential,325.54
487,645,Suite,487.40
488,795,Deluxe,460.73
489,958,Suite,234.43
490,322,Standard,445.96
491,68,Suite,135.41
492,144,Presidential,267.80
493,18,Presidential,74.16
494,697,Suite,439.16
495,749,Deluxe,104.62
496,844,Presidential,408.70
497,587,Deluxe,384.91
498,9,Deluxe,282.60
499,829,Suite,216.48
500,935,Standard,306.20
501,317,Deluxe,334.69
502,750,Presidential,391.45
503,261,Standard,118.30
504,206,Standard,219.65
505,432,Standard,435.65
506,516,Standard,233.96
507,722,Suite,92.36
508,498,Standard,466.08
509,362,Deluxe,389.09
510,482,Standard,347.42
511,72,Standard,488.58
512,136,Suite,487.87
513,993,Presidential,214.98
514,175,Deluxe,109.47
515,746,Standard,227.47
516,850,Suite,101.82
517,761,Presidential,317.24
518,167,Presidential,412.49
519,405,Presidential,118.93
520,805,Deluxe,435.34
521,382,Suite,348.90
522,989,Suite,81.06
523,160,Suite,305.76
524,621,Deluxe,337.80
525,351,Standard,131.11
526,174,Suite,150.82
527,151,Presidential,425.06
528,542,Presidential,389.82
529,305,Standard,329.28
530,794,Deluxe,162.71
531,705,Presidential,351.11
532,439,Presidential,170.24
533,100,Deluxe,135.29
534,787,Standard,132.18
535,754,Presidential,134.18
536,930,Deluxe,405.33
537,375,Presidential,53.58
538,564,Deluxe,323.17
539,375,Deluxe,201.78
540,227,Deluxe,62.52
541,454,Presidential,442.31
542,774,Deluxe,173.36
543,297,Deluxe,206.90
544,998,Suite,333.71
545,66,Deluxe,191.88
546,476,Suite,460.76
547,610,Deluxe,93.83
548,723,Deluxe,402.33
549,219,Standard,421.85
550,399,Suite,470.32
551,833,Presidential,106.21
552,912,Presidential,318.91
553,38,Standard,324.90
554,338,Standard,246.44
555,100,Standard,268.40
556,507,Suite,474.51
557,775,Standard,332.26
558,139,Deluxe,180.13
559,186,Standard,73.56
560,137,Deluxe,276.72
561,835,Standard,221.23
562,10,Suite,204.22
563,489,Suite,283.02
564,693,Suite,56.98
565,481,Standard,302.84
566,845,Standard,78.30
567,900,Suite,384.57
568,106,Suite,91.03
569,493,Standard,123.93
570,782,Standard,478.83
571,416,Standard,416.25
572,954,Suite,334.26
573,14,Deluxe,353.09
574,233,Suite,228.04
575,797,Suite,499.92
576,964,Standard,94.17
577,870,Presidential,416.09
578,854,Suite,281.90
579,46,Standard,77.75
580,853,Presidential,104.07
581,498,Suite,216.55
582,811,Deluxe,111.93
583,761,Deluxe,495.71
584,305,Suite,110.51
585,68,Deluxe,52.42
586,743,Presidential,387.01
587,224,Standard,244.52
588,592,Deluxe,130.37
589,508,Suite,85.86
590,204,Suite,234.32
591,505,Presidential,278.13
592,487,Standard,314.44
593,949,Deluxe,187.33
594,683,Deluxe,352.61
595,196,Deluxe,255.17
596,159,Suite,265.33
597,691,Standard,88.46
598,728,Standard,211.58
599,996,Standard,460.25
600,294,Suite,99.50
601,544,Suite,476.22
602,837,Suite,57.47
603,508,Presidential,146.95
604,576,Deluxe,217.93
605,102,Presidential,397.36
606,543,Deluxe,110.13
607,78,Standard,324.42
608,373,Presidential,76.68
609,866,Standard,356.19
610,269,Standard,99.78
611,362,Suite,280.43
612,811,Presidential,55.48
613,723,Deluxe,237.88
614,627,Presidential,117.16
615,935,Deluxe,334.97
616,866,Suite,79.52
617,671,Standard,258.92
618,809,Suite,376.84
619,168,Standard,187.69
620,832,Standard,112.17
621,642,Standard,371.06
622,652,Presidential,221.41
623,637,Standard,491.52
624,393,Presidential,304.89
625,724,Presidential,52.61
626,564,Deluxe,326.70
627,916,Deluxe,403.81
628,161,Standard,483.17
629,526,Standard,136.64
630,191,Deluxe,481.96
631,933,Deluxe,68.40
632,861,Presidential,84.36
633,854,Deluxe,59.96
634,361,Standard,209.41
635,745,Suite,478.81
636,97,Presidential,456.69
637,590,Deluxe,310.66
638,978,Standard,355.40
639,135,Deluxe,261.23
640,87,Deluxe,230.93
641,51,Suite,343.45
642,750,Suite,163.87
643,413,Suite,494.23
644,808,Presidential,484.92
645,561,Deluxe,230.82
646,631,Suite,116.44
647,551,Standard,239.31
648,723,Deluxe,218.97
649,10,Deluxe,399.26
650,231,Suite,418.87
651,995,Presidential,287.93
652,816,Presidential,402.68
653,945,Suite,176.94
654,65,Deluxe,391.39
655,818,Deluxe,50.82
656,405,Suite,361.55
657,763,Deluxe,432.81
658,732,Deluxe,180.03
659,394,Deluxe,421.84
660,291,Deluxe,476.90
661,985,Deluxe,99.97
662,155,Presidential,448.85
663,691,Suite,248.24
664,969,Standard,238.87
665,714,Presidential,415.86
666,288,Presidential,390.91
667,472,Standard,282.23
668,722,Deluxe,139.72
669,30,Deluxe,492.48
670,164,Standard,74.74
671,276,Deluxe,267.67
672,560,Standard,394.77
673,422,Deluxe,368.79
674,728,Deluxe,288.35
675,440,Presidential,492.12
676,195,Suite,108.55
677,234,Presidential,136.23
678,303,Presidential,186.83
679,878,Suite,374.46
680,523,Suite,379.58
681,653,Presidential,178.84
682,95,Standard,311.35
683,549,Standard,98.62
684,448,Deluxe,425.87
685,921,Deluxe,430.56
686,812,Standard,473.27
687,711,Standard,303.21
688,252,Standard,340.57
689,165,Deluxe,375.41
690,590,Deluxe,74.64
691,882,Presidential,285.62
692,145,Deluxe,202.06
693,505,Presidential,296.46
694,848,Deluxe,368.74
695,206,Deluxe,475.97
696,40,Deluxe,467.30
697,722,Presidential,81.45
698,238,Presidential,138.26
699,206,Standard,240.02
700,768,Suite,479.58
701,824,Standard,212.52
702,912,Deluxe,103.12
703,61,Suite,60.60
704,61,Standard,342.40
705,776,Standard,280.20
706,418,Suite,132.55
707,88,Standard,271.57
708,368,Standard,472.41
709,48,Standard,310.83
710,67,Suite,122.43
711,748,Standard,153.84
712,610,Standard,239.17
713,692,Deluxe,392.74
714,816,Presidential,165.53
715,602,Suite,136.64
716,54,Suite,71.31
717,202,Standard,104.19
718,443,Suite,352.60
719,736,Presidential,124.69
720,160,Suite,267.42
721,801,Suite,311.43
722,941,Presidential,334.10
723,507,Presidential,68.81
724,289,Suite,399.79
725,48,Suite,270.01
726,405,Suite,148.26
727,322,Suite,273.89
728,967,Deluxe,382.55
729,389,Suite,176.19
730,931,Presidential,409.53
731,877,Standard,222.80
732,718,Suite,420.82
733,411,Deluxe,134.81
734,836,Suite,466.66
735,691,Suite,219.85
736,96,Presidential,170.14
737,371,Presidential,230.79
738,224,Deluxe,351.46
739,789,Deluxe,450.81
740,742,Suite,256.24
741,476,Deluxe,80.17
742,66,Presidential,357.39
743,525,Standard,488.03
744,647,Presidential,314.98
745,63,Presidential,464.86
746,685,Presidential,336.27
747,380,Suite,366.92
748,711,Deluxe,321.74
749,344,Suite,120.41
750,639,Presidential,332.16
751,618,Standard,375.29
752,490,Standard,121.24
753,299,Presidential,339.21
754,711,Presidential,397.67
755,71,Presidential,337.53
756,919,Suite,84.50
757,154,Suite,473.81
758,407,Suite,147.23
759,910,Standard,213.84
760,196,Standard,444.74
761,522,Standard,496.96
762,740,Standard,201.11
763,25,Standard,264.63
764,434,Standard,65.44
765,974,Suite,358.52
766,709,Presidential,262.94
767,142,Standard,278.40
768,30,Deluxe,58.63
769,303,Presidential,252.92
770,428,Deluxe,231.48
771,503,Standard,494.07
772,500,Presidential,153.08
773,74,Deluxe,86.40
774,954,Suite,389.08
775,275,Presidential,316.79
776,930,Standard,389.65
777,920,Presidential,315.37
778,78,Deluxe,98.98
779,669,Deluxe,238.71
780,485,Standard,177.96
781,411,Presidential,307.24
782,708,Presidential,393.78
783,16,Presidential,52.84
784,791,Deluxe,473.34
785,258,Standard,111.82
786,31,Presidential,490.77
787,103,Presidential,477.03
788,717,Suite,368.47
789,592,Standard,119.37
790,577,Suite,98.67
791,427,Standard,298.00
792,683,Deluxe,357.05
793,39,Deluxe,453.20
794,697,Deluxe,227.24
795,226,Deluxe,321.32
796,638,Suite,364.20
797,534,Presidential,404.48
798,334,Standard,457.80
799,290,Deluxe,439.94
800,691,Presidential,169.79
801,395,Presidential,245.98
802,615,Presidential,90.92
803,427,Suite,426.78
804,641,Presidential,279.60
805,535,Deluxe,324.81
806,73,Deluxe,430.13
807,757,Presidential,391.73
808,988,Suite,163.61
809,281,Standard,203.57
810,328,Presidential,421.17
811,288,Standard,265.26
812,905,Suite,217.29
813,962,Presidential,308.59
814,827,Suite,176.55
815,890,Suite,62.46
816,756,Presidential,384.09
817,788,Presidential,135.83
818,283,Deluxe,140.66
819,142,Standard,262.68
820,885,Presidential,315.50
821,337,Presidential,389.56
822,451,Presidential,135.36
823,917,Suite,497.45
824,639,Suite,308.96
825,974,Standard,331.13
826,495,Presidential,133.54
827,964,Presidential,252.72
828,511,Suite,127.50
829,609,Presidential,352.29
830,939,Deluxe,408.99
831,709,Presidential,134.64
832,753,Standard,363.24
833,866,Standard,133.08
834,826,Standard,172.12
835,599,Deluxe,337.78
836,978,Deluxe,439.68
837,156,Standard,482.59
838,919,Suite,242.73
839,503,Presidential,360.66
840,429,Presidential,475.83
841,620,Deluxe,401.98
842,263,Presidential,389.96
843,510,Suite,369.16
844,612,Suite,284.39
845,209,Deluxe,312.67
846,588,Deluxe,106.24
847,34,Suite,272.17
848,47,Presidential,499.44
849,796,Deluxe,222.23
850,271,Suite,348.27
851,853,Presidential,493.58
852,184,Deluxe,429.95
853,992,Deluxe,462.84
854,254,Standard,410.39
855,444,Deluxe,116.91
856,306,Standard,74.11
857,270,Suite,430.09
858,46,Deluxe,204.58
859,285,Standard,295.70
860,38,Suite,497.19
861,660,Standard,348.86
862,251,Suite,359.01
863,870,Presidential,155.98
864,326,Deluxe,243.90
865,40,Deluxe,386.91
866,925,Presidential,56.13
867,27,Standard,188.26
868,89,Standard,58.58
869,492,Standard,115.95
870,818,Suite,419.75
871,419,Deluxe,400.10
872,611,Standard,110.53
873,858,Suite,423.36
874,876,Presidential,334.99
875,882,Standard,345.73
876,74,Presidential,342.93
877,300,Standard,113.48
878,644,Suite,265.95
879,533,Presidential,407.31
880,230,Standard,259.92
881,817,Suite,354.89
882,879,Suite,416.60
883,840,Deluxe,324.41
884,818,Presidential,492.01
885,395,Suite,129.71
886,521,Suite,198.61
887,526,Suite,249.86
888,302,Deluxe,383.25
889,622,Standard,106.76
890,701,Deluxe,489.96
891,732,Suite,390.73
892,705,Deluxe,120.33
893,435,Deluxe,470.80
894,258,Standard,296.14
895,237,Presidential,400.82
896,124,Suite,103.90
897,746,Deluxe,464.98
898,355,Suite,222.46
899,82,Presidential,467.28
900,563,Deluxe,342.65
901,956,Deluxe,432.52
902,287,Suite,438.49
903,344,Standard,70.96
904,999,Suite,58.89
905,91,Standard,467.89
906,679,Deluxe,463.20
907,793,Suite,478.72
908,725,Standard,88.19
909,870,Suite,274.16
910,409,Deluxe,482.66
911,143,Presidential,321.09
912,117,Standard,188.65
913,367,Suite,389.67
914,790,Standard,233.29
915,736,Presidential,156.64
916,956,Deluxe,210.35
917,62,Presidential,133.37
918,211,Presidential,487.35
919,751,Presidential,133.19
920,460,Deluxe,236.46
921,517,Presidential,432.57
922,110,Standard,447.12
923,545,Standard,414.45
924,590,Presidential,370.14
925,710,Suite,99.19
926,245,Presidential,160.88
927,543,Deluxe,461.55
928,551,Standard,236.46
929,682,Deluxe,498.83
930,685,Deluxe,280.31
931,667,Suite,297.63
932,960,Presidential,443.13
933,298,Deluxe,442.33
934,830,Deluxe,383.14
935,629,Deluxe,175.37
936,400,Deluxe,228.27
937,988,Suite,429.30
938,766,Suite,406.83
939,991,Standard,67.54
940,980,Standard,247.58
941,43,Presidential,294.23
942,208,Standard,195.46
943,201,Deluxe,446.35
944,111,Standard,418.56
945,87,Presidential,201.53
946,873,Standard,192.69
947,139,Presidential,81.86
948,681,Suite,234.36
949,422,Suite,279.50
950,568,Presidential,379.88
951,6,Presidential,369.04
952,948,Deluxe,137.99
953,45,Standard,397.72
954,944,Standard,189.17
955,519,Deluxe,356.85
956,863,Suite,51.82
957,737,Suite,470.83
958,707,Suite,187.66
959,992,Suite,382.72
960,621,Presidential,406.90
961,625,Presidential,445.84
962,462,Deluxe,196.58
963,797,Deluxe,156.82
964,847,Deluxe,348.21
965,968,Deluxe,202.46
966,423,Suite,75.29
967,40,Deluxe,69.36
968,795,Presidential,375.56
969,993,Suite,270.03
970,46,Presidential,421.68
971,328,Suite,494.94
972,84,Standard,189.26
973,370,Presidential,146.73
974,313,Suite,53.46
975,5,Standard,409.09
976,694,Suite,336.27
977,870,Presidential,84.90
978,553,Deluxe,81.56
979,71,Deluxe,321.01
980,595,Suite,323.65
981,336,Deluxe,142.06
982,161,Deluxe,427.07
983,8,Suite,387.65
984,169,Standard,347.25
985,217,Standard,489.89
986,862,Suite,201.21
987,967,Standard,405.45
988,268,Suite,254.20
989,488,Deluxe,474.18
990,982,Suite,349.78
991,980,Standard,308.47
992,194,Deluxe,347.02
993,132,Presidential,103.62
994,335,Presidential,368.50
995,628,Presidential,181.14
996,473,Standard,85.28
997,576,Standard,110.50
998,111,Suite,476.04
999,134,Presidential,488.15
1000,942,Suite,165.47
1001,729,Presidential,121.63
1002,521,Presidential,489.68
1003,468,Deluxe,381.04
1004,534,Presidential,90.81
1005,681,Suite,231.37
1006,769,Suite,159.94
1007,845,Suite,138.77
1008,739,Suite,194.34
1009,929,Standard,219.78
1010,755,Deluxe,229.27
1011,46,Standard,212.95
1012,518,Presidential,303.17
1013,352,Deluxe,191.09
1014,315,Presidential,409.77
1015,897,Presidential,336.48
1016,488,Suite,120.30
1017,279,Suite,148.26
1018,907,Standard,403.06
1019,586,Suite,327.61
1020,889,Deluxe,260.60
1021,126,Suite,425.63
1022,727,Suite,491.01
1023,791,Standard,443.73
1024,644,Suite,393.32
1025,150,Deluxe,457.34
1026,701,Suite,409.52
1027,436,Standard,407.14
1028,947,Deluxe,246.17
1029,992,Presidential,384.60
1030,8,Deluxe,162.08
1031,29,Presidential,264.79
1032,490,Suite,106.11
1033,795,Suite,429.80
1034,954,Presidential,394.09
1035,566,Suite,87.28
1036,183,Standard,336.96
1037,766,Deluxe,384.55
1038,445,Presidential,335.73
1039,278,Deluxe,345.91
1040,871,Deluxe,398.76
1041,644,Suite,460.46
1042,80,Presidential,399.04
1043,62,Deluxe,128.37
1044,304,Suite,241.90
1045,475,Deluxe,224.91
1046,301,Deluxe,370.82
1047,659,Suite,452.87
1048,262,Presidential,121.66
1049,492,Standard,410.75
1050,695,Deluxe,344.69
1051,360,Standard,467.89
1052,305,Presidential,496.11
1053,822,Suite,169.61
1054,180,Presidential,401.26
1055,147,Deluxe,428.67
1056,130,Standard,481.93
1057,181,Presidential,360.12
1058,995,Standard,83.66
1059,810,Standard,281.73
1060,683,Suite,296.34
1061,411,Deluxe,323.84
1062,493,Suite,493.86
1063,468,Suite,127.57
1064,430,Standard,54.54
1065,321,Presidential,118.81
1066,817,Deluxe,350.22
1067,720,Suite,309.52
1068,227,Presidential,264.47
1069,780,Suite,288.59
1070,882,Standard,216.41
1071,547,Deluxe,76.86
1072,860,Suite,110.37
1073,336,Presidential,138.30
1074,610,Presidential,309.25
1075,182,Standard,316.08
1076,673,Standard,51.95
1077,983,Standard,452.47
1078,754,Deluxe,123.41
1079,618,Deluxe,353.84
1080,847,Suite,283.28
1081,664,Suite,196.96
1082,993,Deluxe,167.26
1083,119,Standard,324.92
1084,922,Suite,327.56
1085,814,Standard,307.58
1086,812,Deluxe,477.09
1087,286,Deluxe,152.86
